X,Y,LUOGO,icon_url
12.1564226910051,42.9692425648151,POGGIO DEL VENTO,./0.png
12.166491303833,42.9773422509425,POGGIO DELLA CROCE,./0.png
12.1193119585067,42.9449020774838,MONTARALE,./0.png
12.1520849758995,42.9445750451375,GREPPOLISCHIETO,./0.png
