X,Y,NOME,icon_url
12.0867072132263,42.9703039775566,MUSEO DEL VETRO DI PIEGARO,./0.png
12.2085202807932,42.991732029725,"MUSEO PALEONTOLOGICO ""LUIGI BOLDRINI"" DI PIETRAFITTA",./0.png
